taxid,genome_size,species_name
1850,5353291,Actinopolyspora halophila
1852,4308349,Saccharomonospora viridis
1861,5322497,Geodermatophilus obscurus
1863,2627820,Dermatophilus congolensis
1866,8773466,Actinoplanes missouriensis
1867,8287152,Actinoplanes teichomyceticus
1868,9128557,Actinoplanes digitatis
1869,9417079,Actinoplanes utahensis
1874,6861996,Micromonospora chalcea
1877,7125866,Micromonospora echinospora
1880,7071760,Micromonospora olivasterospora
1881,7073985,Micromonospora viridifaciens
1885,8451480,Streptomyces actuosus
1886,6841649,Streptomyces albidoflavus
1888,8033415,Streptomyces albus
1889,8393598,Streptomyces ambofaciens
1892,8690773,Streptomyces anulatus
1893,9641288,Streptomyces atratus
1894,7076402,Kitasatospora aureofaciens
1896,7391008,Streptomyces bikiniensis
1898,8578932,Streptomyces cacaoi
1901,7588082,Streptomyces clavuligerus
1904,9833661,Streptomyces cyaneus
1905,7874957,Streptomyces exfoliatus
1909,7537539,Streptomyces griseolus
1911,8545929,Streptomyces griseus
1912,9682870,Streptomyces hygroscopicus
1914,8035918,Streptomyces lavendulae
1915,9513637,Streptomyces lincolnensis
1920,9534571,Streptomyces nigrescens
1922,8368647,Streptomyces plicatus
1924,9428626,Streptomyces purpurascens
1927,9643891,Streptomyces rimosus
1928,8181137,Streptomyces rochei
1930,10148695,Streptomyces scabiei
1933,7099767,Streptoalloteichus tenebrarius
1938,8653262,Streptomyces viridochromogenes
1945,8465075,Streptomyces jumonjinensis
1950,9528656,Streptomyces peucetius
1951,7458334,Streptomyces purpureus
1954,10696112,Streptomyces brasiliensis
1961,8588732,Streptomyces virginiae
1967,10133897,Streptomyces kanamyceticus
1968,10063079,Streptomyces cellulosae
1969,9912098,Streptomyces chartreusis
1970,7418596,Streptomyces morookaense
1971,9857535,Streptomyces noursei
1990,6710579,Actinomadura atramentaria
1992,8649739,Thermomonospora echinospora
1993,10191271,Actinomadura madurae
1999,8185542,Planomonospora venezuelensis
2001,10369518,Streptosporangium roseum
2002,9441077,Streptosporangium amethystogenes
2006,4386836,Thermobispora bispora
2014,6541269,Nocardiopsis dassonvillei
2017,7279383,Streptoalloteichus hindustanus
2020,5639016,Thermomonospora curvata
2021,3701588,Thermobifida fusca
2024,2758295,Thermoactinomyces intermedius
2026,2638027,Thermoactinomyces vulgaris
2030,12276125,Kibdelosporangium aridum
2033,3.59E+06,Microbacterium testaceum
2035,3941670,Curtobacterium flaccumfaciens
2041,3629239,Aeromicrobium erythreum
2045,5637360,Pimelobacter simplex
2047,2506025,Rothia dentocariosa
2051,2146480,Mobiluncus curtisii
2052,2533633,Mobiluncus mulieris
2054,5290012,Gordonia bronchialis
2055,5706840,Gordonia terrae
2057,3993764,Sphaerobacter thermophilus
2061,4479724,Tsukamurella paurometabola
2064,7966157,Kitasatospora griseola
2065,7620895,Kitasatospora phosalacinea
2072,7861373,Saccharothrix australiensis
2074,7535285,Pseudonocardia autotrophica
2078,3139478,Sporolactobacillus inulinus
2088,2199979,Anaeroplasma bactoclasticum
2094,678592,Mycoplasmopsis arginini
2098,715165,Metamycoplasma hominis
2099,921093,Mesomycoplasma hyopneumoniae
2100,806507,Mesomycoplasma hyorhinis
2102,1084586,Mycoplasma mycoides
2109,818795,Mycoplasmopsis synoviae
2110,916806,Mycoplasmopsis agalactiae
2113,805917,Mycoplasmopsis californica
2115,1118751,Mycoplasmopsis fermentans
2120,1040908,Mesomycoplasma neurolyticum
2123,832598,Mycoplasma putrefaciens
2124,728347,Metamycoplasma salivarium
2128,778866,Mesomycoplasma flocculare
2130,874478,Ureaplasma urealyticum
2138,1966068,Spiroplasma poulsonii
2141,2231425,Spiroplasma ixodetis
2148,1491638,Acholeplasma laidlawii
2150,1219180,Haploplasma modicum
2151,793224,Mesoplasma florum
2162,2494510,Methanobacterium formicicum
2173,1853160,Methanobrevibacter smithii
2186,1706496,Methanothermococcus thermolithotrophicus
2198,2478101,Methanoculleus marisnigri
2199,2648164,Methanogenium organophilum
2200,2223235,Methanoculleus thermophilus
2208,4487566,Methanosarcina barkeri
2209,4096345,Methanosarcina mazei
2214,5751492,Methanosarcina acetivorans
2223,3026645,Methanothrix soehngenii
2224,1879471,Methanothrix thermoacetophila
2234,2316287,Archaeoglobus fulgidus
2242,2429680,Halobacterium salinarum
2250,2991556,Halococcus morrhuae
2257,2749696,Natronomonas pharaonis
2265,2215172,Thermococcus litoralis
2277,1826402,Pyrobaculum islandicum
2290,5644283,Desulfobacter curvatus
2291,5157696,Desulfobacter hydrogenophilus
2293,3974658,Desulfobacter postgatei
2296,5657782,Desulforapulum autotrophicum
2298,5035799,Desulfocicer vacuolatum
2315,3200946,Methanoplanus limicola
2322,2406232,Methanohalobium evestigatum
2331,2309262,Halanaerobium praevalens
2340,2629178,Solemya velum gill symbiont
2350,8771651,Haliscomenobacter hydrossis
2352,2526590,Flexistipes sinusarabici
2355,1661850,unidentified bacterial endosymbiont
2358,6527027,Desulfomonile tiedjei
2369,3957769,Arhodomonas aquaeolei
2371,2521148,Xylella fastidiosa
2374,4323011,Acetonema longum
2377,5316008,Sporomusa termitida
2378,5433971,Sporomusa ovata
2382,3082721,Acetitomaculum ruminis
2421,2016657,Thermosipho africanus
2426,5279031,Teredinibacter turnerae
2434,4308791,Roseobacter denitrificans
2699,3685747,Heliomicrobium gestii
2702,1675681,Gardnerella vaginalis
2718,2670755,Cardiobacterium hominis
2724,3540114,Hirschia baltica
2734,3566135,Symbiobacterium thermophilum
2736,8220857,Verrucomicrobium spinosum
2738,2886743,Vagococcus fluvialis
2739,3104446,Vagococcus salmoninarum
2741,1968473,Peptococcus niger
2743,3989480,Marinobacter nauticus
2746,4061825,Halomonas elongata
2748,2629627,Carnobacterium divergens
2749,4041428,Carnobacterium gallinarum
2750,2632867,Carnobacterium mobile
2751,3502975,Carnobacterium maltaromaticum
2754,2741240,Synergistes jonesii
2756,2578375,Brochothrix thermosphacta
2757,2372850,Brochothrix campestris
2762,98351904,Cyanophora paradoxa
2769,1.05E+08,Chondrus crispus
2786,87698808,Porphyra umbilicalis
2788,1.08E+08,Neopyropia yezoensis
2829,1.52E+09,Heterosigma akashiwo
2843,51094165,Skeletonema costatum
2850,27450724,Phaeodactylum tricornutum
2856,55068444,Cylindrotheca closterium
2880,1.96E+08,Ectocarpus siliculosus
2903,1.68E+08,Emiliania huxleyi
2951,8.08E+08,Symbiodinium microadriaticum
2952,1.27E+09,Symbiodinium pilosum
2961,4.78E+08,Amphidinium carterae
2972,4.27E+08,Pyrocystis lunula
2986,44155045,Ochromonas danica
3039,2.37E+09,Euglena gracilis
3046,3.44E+08,Dunaliella salina
3047,2.00E+08,Dunaliella tertiolecta
3055,1.11E+08,Chlamydomonas reinhardtii
3067,1.38E+08,Volvox carteri
3074,59187803,Parachlorella kessleri
3075,22924637,Auxenochlorella protothecoides
3076,38612678,Chlorella sorokiniana
3077,40180792,Chlorella vulgaris
3078,56992954,Auxenochlorella pyrenoidosa
3111,17200027,Prototheca wickerhamii
3117,88938772,Ulva prolifera
4754,7661456,Pneumocystis carinii
4779,1.16E+08,Bremia lactucae
4781,75321785,Plasmopara halstedii
4784,78752024,Phytophthora capsici
4785,1.10E+08,Phytophthora cinnamomi
4786,63839274,Phytophthora cryptogea
4787,2.29E+08,Phytophthora infestans
4795,1.02E+08,Phytophthora megakarya
4796,1.66E+08,Phytophthora palmivora
4803,1.26E+08,Lagenidium giganteum
4808,32654225,Blastocladiella emersonii
4814,29515939,Chytriomyces hyalinus
4829,48746359,Absidia glauca
4837,53939167,Phycomyces blakesleeanus
4846,38025998,Rhizopus stolonifer
4850,37513922,Blakeslea trispora
4866,15199616,Dipsacomyces acuminosporus
4868,15821707,Linderina macrospora
4874,7.73E+08,Gigaspora margarita
4896,12571820,Schizosaccharomyces pombe
4897,11733154,Schizosaccharomyces japonicus
5219,78161169,Exidia glandulosa
4899,11634473,Schizosaccharomyces octosporus
4903,13018415,Cyberlindnera jadinii
4909,10812555,Pichia kudriavzevii
4911,10920159,Kluyveromyces marxianus
4918,12596242,Pachysolen tannophilus
4920,21255474,Millerozyma farinosa
4922,9597535,Komagataella pastoris
4924,15441179,Scheffersomyces stipitis
437,3681251,Acidomonas methanolica
438,3403928,Acetobacter pasteurianus
442,2882437,Gluconobacter oxydans
446,3504074,Legionella pneumophila
447,4232311,Legionella bozemanae
449,3570857,Legionella hackeliae
450,4149158,Legionella longbeachae
451,3310028,Tatlockia micdadei
453,3564068,Legionella feeleii
454,3111640,Legionella israelensis
455,3409712,Legionella jamestowniensis
456,3133723,Legionella jordanis
458,3186910,Legionella rubrilucens
460,3998094,Legionella steigerwaltii
463,3761887,Fluoribacter dumoffii
464,3872652,Fluoribacter gormanii
466,3661065,Legionella maceachernii
470,3980230,Acinetobacter baumannii
471,4115994,Acinetobacter calcoaceticus
476,2807142,Moraxella bovis
477,3178664,Moraxella lacunata
478,2343743,Moraxella nonliquefaciens
480,1994386,Moraxella catarrhalis
483,1832904,Neisseria cinerea
484,2231882,Neisseria flavescens
485,2171755,Neisseria gonorrhoeae
486,2200224,Neisseria lactamica
487,2157444,Neisseria meningitidis
488,2654294,Neisseria mucosa
489,2029584,Neisseria polysaccharea
490,2566407,Neisseria sicca
492,2236930,Neisseria animalis
493,2569389,Neisseria canis
494,2549372,Bergeriella denitrificans
495,2397276,Neisseria elongata
496,2801968,Neisseria macacae
498,3243066,Psychrobacter immobilis
500,2920744,Thermomicrobium roseum
502,2243142,Kingella denitrificans
504,1991016,Kingella kingae
505,2420532,Kingella oralis
511,4248684,Alcaligenes faecalis
518,5199761,Bordetella bronchiseptica
519,4773835,Bordetella parapertussis
520,4088701,Bordetella pertussis
521,3732255,Bordetella avium
525,3403931,Acidocella facilis
529,4858647,Brucella anthropi
533,4418616,Beijerinckia indica
536,4808040,Chromobacterium violaceum
539,2192577,Eikenella corrodens
542,2163236,Zymomonas mobilis
545,4735357,Citrobacter koseri
546,5171093,Citrobacter freundii
548,5249267,Klebsiella aerogenes
549,4692018,Pantoea agglomerans
550,5023439,Enterobacter cloacae
552,3833832,Erwinia amylovora
553,4867131,Pantoea ananatis
5270,19664356,Ustilago maydis
5278,26750114,Leucosporidium scottii
5281,18704010,Tilletiaria anomala
5286,20223942,Rhodotorula toruloides
5288,21142622,Rhodotorula diobovata
5297,88644628,Puccinia graminis
5315,47515450,Ganoderma lucidum
5319,44362654,Irpex lacteus
5321,32382086,Pleurotus cornucopiae
5322,34897228,Pleurotus ostreatus
5323,53459950,Pleurotus eryngii
5325,44794008,Trametes versicolor
5327,37433966,Trametes hirsuta
5331,39456311,Bjerkandera adusta
5334,3.87E+07,Schizophyllum commune
5341,30325800,Agaricus bisporus
5343,32345193,Agaricus bitorquis
5346,36150142,Coprinopsis cinerea
5353,45594472,Lentinula edodes
5364,31948515,Heliocybe sulcata
5365,39530113,Lentinus tigrinus
5383,87086403,Suillus spraguei
5384,37014302,Suillus luteus
5417,22632906,Vanrija humicola
5454,40846718,Ascochyta rabiei
5465,89748316,Colletotrichum orbiculare
5466,1.10E+08,Colletotrichum trifolii
5467,56555700,Colletotrichum truncatum
5476,14282666,Candida albicans
5477,19192582,[Candida] boidinii
5478,12726212,Nakaseomyces glabratus
5479,15987543,Candida maltosa
5480,12998393,Candida parapsilosis
5481,13445959,Diutina rugosa
5482,14579835,Candida tropicalis
5490,10358530,Starmerella magnoliae
5499,67169167,Fulvia fulva
5501,28947925,Coccidioides immitis
5503,33535945,Curvularia lunata
5507,50358849,Fusarium oxysporum
5514,37952898,Fusarium sporotrichioides
5515,46698876,Fusarium acuminatum
5516,37519305,Fusarium culmorum
5518,36458046,Fusarium graminearum
5520,37029846,Microdochium nivale
5530,39548408,Metarhizium anisopliae
5537,20314606,Rhodotorula mucilaginosa
5539,47714899,Scytalidium lignicola
5541,19155516,Thermomyces lanuginosus
5544,40980648,Trichoderma harzianum
5547,36986606,Trichoderma viride
5548,32433836,Trichoderma longibrachiatum
5551,22502330,Trichophyton rubrum
5554,23155501,Cutaneotrichosporon cutaneum
5570,1.78E+08,Cenococcum geophilum
5580,29621078,Aureobasidium pullulans
5599,32990834,Alternaria alternata
5601,36168477,Phialophora americana
5606,14136186,Saitoella complicata
5619,19969799,Cryptococcus wingfieldii
5627,39289314,Grifola frondosa
5630,39909705,Laetiporus sulphureus
5632,37463246,Lenzites betulinus
5639,43452342,Polyporus arcularius
5643,33668918,Trametes cinnabarina
5657,24962918,Strigomonas oncopelti
5660,32068771,Leishmania braziliensis
5661,32444968,Leishmania donovani
5663,33318864,Leishmania enriettii
5664,32855089,Leishmania major
5665,32108741,Leishmania mexicana
5670,32515841,Leishmania guyanensis
5684,27764161,Leptomonas seymouri
5689,31903299,Leishmania tarentolae
5691,26075494,Trypanosoma brucei
5692,41233446,Trypanosoma congolense
5693,89937456,Trypanosoma cruzi
5697,25432160,Trypanosoma evansi
5698,21157315,Trypanosoma rangeli
5699,67823889,Trypanosoma vivax
5718,30844810,Herpetomonas muscarum
5722,1.81E+08,Trichomonas vaginalis
5741,12078186,Giardia intestinalis
5742,9777924,Giardia muris
5755,42019824,Acanthamoeba castellanii
5757,49353662,Acanthamoeba polyphaga
5759,20835395,Entamoeba histolytica
5762,40964085,Naegleria gruberi
5763,29500442,Naegleria fowleri
5778,39458332,Vermamoeba vermiformis
5786,32967225,Dictyostelium purpureum
5801,45830609,Eimeria acervulina
5802,51859607,Eimeria tenella
5804,45975062,Eimeria maxima
5807,9102324,Cryptosporidium parvum
5808,9245251,Cryptosporidium muris
5811,65633124,Toxoplasma gondii
5821,18740246,Plasmodium berghei
5824,31374054,Plasmodium brasilianum
5825,18938342,Plasmodium chabaudi
5827,26181343,Plasmodium cynomolgi
5833,23292622,Plasmodium falciparum
5849,24997804,Plasmodium gallinaceum
5850,24359384,Plasmodium knowlesi
5854,20477502,Plasmodium reichenowi
5855,27007701,Plasmodium vivax
5857,25878926,Plasmodium fragile
5858,33577742,Plasmodium malariae
5860,18338688,Plasmodium vinckei
5861,23043114,Plasmodium yoelii
5865,8195476,Babesia bovis
5866,13840936,Babesia bigemina
5868,6395281,Babesia microti
5869,7770018,Babesia ovis
5871,12779071,Babesia caballi
5872,11617598,Theileria equi
5874,8352220,Theileria annulata
5875,8308027,Theileria parva
5885,30480878,Paramecium caudatum
5886,86329489,Paramecium primaurelia
5888,72094543,Paramecium tetraurelia
5901,1.07E+08,Tetrahymena malaccensis
5911,1.03E+08,Tetrahymena thermophila
5932,48799969,Ichthyophthirius multifiliis
5936,59699089,Moneuplotes crassus
5940,97295774,Euplotes aediculatus
5949,50164522,Stylonychia lemnae
5963,77789515,Stentor coeruleus
5970,26350763,Exophiala dermatitidis
5974,64049499,Halteria grandinella
6039,15005441,Vairimorpha necatrix
10239,17125.3,Viruses
12942,35117533,Aphanocladium album
12968,18817245,Blastocystis hominis
13076,2622382,Globicatella sanguinis
13160,3407715,Brevundimonas bullata
13243,2804931,Rarobacter faecitabidus
13264,3281611,Brachyspira innocens
13276,2507163,Suttonella indologenes
13290,38181211,Tilletia caries
13291,49872806,Tilletia controversa
13335,3804739,Anaerobiospirillum succiniciproducens
13370,11223159,Brettanomyces naardenensis
13373,5592049,Burkholderia mallei
13502,10117252,Brettanomyces nanus
27289,13527580,Naumovozyma dairenensis
27291,12021328,Saccharomyces paradoxus
27292,22966002,Saccharomyces pastorianus
27294,12260884,Kazachstania unispora
27296,11269520,Debaryomyces coudertii
27302,11947503,Schwanniomyces pseudopolymorphus
27322,16055203,Metschnikowia bicuspidata
27326,25739826,Metschnikowia pulcherrima
27334,32356048,Penicillium expansum
27337,33828453,Verticillium dahliae
27342,44406206,Schizopora paradoxa
27344,99159039,Puccinia coronata
27349,99534058,Puccinia sorghi
27350,89491239,Puccinia striiformis
27357,49057477,Colletotrichum acutatum
27376,3.00E+08,Acaulospora colombiana
27381,1.46E+08,Funneliformis mosseae
27973,2251784,Encephalitozoon hellem
27978,15689776,Nosema bombycis
28005,23587153,Strigomonas culicis
28025,1938583,Bifidobacterium animalis
28028,2758653,Corynebacterium flavescens
28031,4843789,Lysinibacillus fusiformis
28035,2571829,Staphylococcus lugdunensis
28037,1915198,Streptococcus mitis
28038,1916521,Latilactobacillus curvatus
28039,1820371,Lactobacillus leichmannii
28042,3961468,Saccharopolyspora rectivirgula
28044,9802249,Streptomyces longisporoflavus
28045,4773526,Mycobacterium celatum
28047,5876557,Mycolicibacterium confluentis
28049,2443540,Acidothermus cellulolyticus
28051,2871860,Lachnospira multipara
28052,2704308,Lachnospira pectinoschiza
28064,4116862,Heliobacterium mobile
28066,4467741,Rhodoferax fermentans
28068,5075359,Rubrivivax gelatinosus
28080,1656401,Campylobacter upsaliensis
28082,4362280,Legionella anisa
28083,3789238,Legionella birminghamensis
28085,4098995,Legionella cincinnatiensis
28087,4597280,Legionella sainthelensi
28090,3528101,Acinetobacter lwoffii
28091,2238481,Neisseria weaveri
28092,6828120,Robbsia andropogonis
28094,6589281,Trinickia caryophylli
28095,8201484,Burkholderia gladioli
28097,5694719,Ralstonia syzygii
28099,5293384,Agrobacterium rubi
28101,5424106,Phyllobacterium myrsinacearum
28104,7212699,Mesorhizobium huakuii
28108,4867393,Alteromonas macleodii
28111,4228380,Bacteroides eggerthii
28112,3405521,Tannerella forsythia
